"pid","value","year","land","living","beds","address","buildings","good","style","model","grade","baths","halfbaths","heatfuel","heattype","ac","nghd","stories","saleprice","saledate","roof","bath_style","kitchen_style","long","lat","miles_to_coastline","miles_to_highway","miles_to_school","miles_to_hospital"
"8958",257600,1878,0.6,2065,4,"86 HARBOR ST Branford, CT",1,85,"Old Style","Residential","B",1,1,"Oil","Hot Water","None","0090",2.5,477500,"12/06/2018","Asphalt","Average","Average",-72.820994196185,41.2646506239095,0.139759046126629,0.00858546234887067,1.06670224262532,0.103864705662255
"8961",232400,1880,0.55,2120,4,"74 HARBOR ST Branford, CT",1,72,"Old Style","Residential","B",2,0,"Gas","Hot Water","None","0090",2,0,"01/17/2017","Asphalt","Average","Average",-72.8210500397004,41.2642798850151,0.120654630675858,0.0127176657906167,1.09091455365564,0.128448311110595
"8962",191600,1930,0.22,1448,2,"64 HARBOR ST Branford, CT",1,71,"Old Style","Residential","B -",1,1,"Gas","Hot Water","Central","0090",2,0,"07/10/2012","Asphalt","Average","Average",-72.8210965759633,41.2639709359365,0.106227268628937,0.0304702595347966,1.11114427218932,0.148934657998937
"8963",337500,1925,0.34,3452,4,"62 HARBOR ST Branford, CT",1,78,"Bungalow","Residential","B -",4,0,"Gas","Hot Water","Central","0090",1.5,725000,"01/06/2016","Asphalt","Average","Average",-72.8211049069918,41.2639089369315,0.103587189777855,0.0340573208054665,1.11518668768082,0.153024337375568
"8964",297900,1905,0.39,2135,3,"58 HARBOR ST Branford, CT",1,73,"Old Style","Residential","B",2,0,"Gas","Forced Air-Duc","Central","0090",1.75,33000,"08/08/1969","Asphalt","Average","Average",-72.821140351445,41.2636795004516,0.0950763837028676,0.0472194769751508,1.13026598558042,0.168257075470368
"8965",544600,1897,0.25,2066,4,"1-3 PARKER MEMORIAL DR Branford, CT",1,67,"Old Style","Residential","B +",1,0,"None/Coal/Wd","None","None","0090",2,0,"12/28/2011","Asphalt","Average","Average",-72.8239907966662,41.2623248933019,0.0367904059065729,0.0606514209075017,1.2818751205561,0.314441977207734
"8966",376600,1890,0.07,1403,3,"7 PARKER MEMORIAL DR Branford, CT",1,85,"Old Style","Residential","B",2,0,"Gas","Hot Water","None","0090",2,0,"07/06/2001","Asphalt","Average","Average",-72.8239690832933,41.2624156789717,0.0341248758360661,0.0556305317252146,1.2758722551472,0.308250733997672
"8967",300800,1885,0.06,1164,4,"9 PARKER MEMORIAL DR Branford, CT",1,67,"Old Style","Residential","B -",1,1,"None/Coal/Wd","None","None","0090",2,0,"11/19/2012","Asphalt","Average","Average",-72.82394691933,41.2624586216505,0.0337297912462912,0.0535450452141994,1.27272663622186,0.305068919131967
"8968",304700,1680,0.62,2068,3,"99 HARBOR ST Branford, CT",1,78,"Colonial","Residential","B +",1,1,"Gas","Forced Air-Duc","Partial AC","0090",2,0,"08/04/2000","Asphalt","Average","Average",-72.8210609352638,41.2751866107897,0.318114388074087,0.0295339528219273,0.520877597259034,0.559553534739184
"8972",242800,1900,0.18,1830,3,"17 GOODSELL POINT RD Branford, CT",1,85,"Colonial","Residential","B -",2,1,"Gas","Forced Air-Duc","Central","0090",2,515000,"02/12/2007","Asphalt","Modern","Above Average",-72.8190392176667,41.2648729384471,0.117425462002815,0.0253986643449455,1.0108923122583,0.0481994420695796
"8973",250600,1938,0.21,1574,3,"21 GOODSELL POINT RD Branford, CT",1,78,"Colonial","Residential","C +",1,1,"Oil","Hot Water","None","0090",2,292500,"06/04/2001","Asphalt","Average","Average",-72.8188650227555,41.2648430764623,0.113870485424515,0.0314629125064387,1.00947267083108,0.0463736883487251
"8974",1131400,2003,0.65,5716,4,"2 ESTHER PL Branford, CT",1,92,"Custom","Residential","B +",4,2,"Gas","Forced Air-Duc","Central","0090",2,2275000,"05/28/2021","Asphalt","Modern","Above Average",-72.8185897116415,41.2638109992006,0.0416715467388346,0.101250843709476,1.07132914194145,0.105635047584231
"8976",1025800,1938,0.37,3439,3,"10 ESTHER PL Branford, CT",1,95,"Custom","Residential","A ++",3,1,"Gas","Hydro Air","Central","0090",2,1210000,"09/21/2009","Wood Shingle","Modern","Above Average",-72.8186322871812,41.2638093616798,0.0416481748907976,0.100314900074447,1.07216759850068,0.106645191320073
"8979",422900,1925,0.77,2274,4,"51 HARBOR ST Branford, CT",1,78,"Old Style","Residential","B -",2,0,"Gas","Hot Water","None","0090",1.5,0,"08/14/2000","Asphalt","Average","Average",-72.8211394187963,41.2636053867842,0.0922013782869986,0.0517725037324541,1.13486608551469,0.172913919071739
"8980",877100,1984,0.57,4077,5,"17 HARBOR ST Branford, CT",1,89,"Custom","Residential","B +",3,2,"Gas","Forced Air-Duc","Central","0090",2,1795000,"12/08/2010","Asphalt","Modern","Above Average",-72.8210898408266,41.26154968456,0.0108494581222907,0.0775487843678631,1.26356482252473,0.301576529135508
"8985",423800,1974,0.35,3256,4,"55 HARBOR ST Branford, CT",1,82,"Colonial","Residential","B",4,0,"Gas","Hot Water","Central","0090",2,0,"10/13/2021","Asphalt","Average","Above Average",-72.8215901213623,41.2758974916859,0.373907157376302,0.00795423777012027,0.490903575736878,0.593143149061435
"8989",572600,2002,0.34,3965,3,"11 PARKER PL Branford, CT",1,94,"Colonial","Residential","B +",3,1,"Gas","Hot Water","Central","0090",2,0,"04/16/2012","Asphalt","Average","Average",-72.8208581994787,41.2637818215916,0.088227938183722,0.0478312156377348,1.11762608916442,0.155791248912895
"8990",257400,1938,0.12,1560,2,"15 PARKER PL Branford, CT",1,62,"Colonial","Residential","C +",2,0,"Gas","Forced Air-Duc","None","0090",2,284905,"11/18/2019","Asphalt","Average","Average",-72.8208059562548,41.2637787224173,0.0861464231335381,0.0492920174055011,1.11667714803678,0.154874148832284
"8991",256900,1915,0.14,1400,2,"17 PARKER PL Branford, CT",1,72,"Old Style","Residential","C",1,1,"Gas","Forced Air-Duc","None","0090",1.25,0,"06/29/2012","Asphalt","Average","Average",-72.8207798346429,41.2637771728302,0.0851193824744076,0.0500224177986812,1.11620487586969,0.154415598196354
"8993",312700,2002,0.12,1852,3,"19 PARKER PL Branford, CT",1,88,"Colonial","Residential","C +",2,0,"Gas","Forced Air-Duc","None","0090",2,0,"05/15/2014","Asphalt","Average","Average",-72.8207537130309,41.263775623243,0.084101934077986,0.0507528178490667,1.11573407178377,0.15395704715001
"8994",207000,1930,0.1,808,2,"21 PARKER PL Branford, CT",1,60,"Bungalow","Residential","C",1,0,"Gas","Forced Air-Duc","None","0090",1,250000,"03/02/2020","Asphalt","Average","Below Average",-72.820727591419,41.2637740736559,0.0830944303041117,0.0514832175811419,1.11526473763934,0.153498495711237
"8997",294900,2017,0.1,2042,3,"12 PARKER PL Branford, CT",1,99,"Colonial","Residential","B",2,1,"Gas","Forced Air-Duc","Central","0090",2.25,182500,"08/07/2015","Asphalt","Average","Average",-72.8208543308758,41.2637925907464,0.0886042596895074,0.0472670746472063,1.1168672223139,0.155029304222412
"9000",228400,1942,0.27,1387,4,"69 HARBOR ST Branford, CT",1,85,"Cape Cod","Residential","B -",2,0,"Gas","Hot Water","Partial AC","0090",1.5,0,"11/20/2000","Asphalt","Modern","Above Average",-72.8210903768329,41.2639079710813,0.10298724553731,0.0344699584618543,1.1149188759829,0.152775827241007
"9001",441400,1860,0.69,2988,6,"75 HARBOR ST Branford, CT",1,95,"Colonial","Residential","B",3,0,"Gas","Forced Air-Duc","Central","0090",2,535000,"10/27/2014","Asphalt","Modern","Above Average",-72.8210554895581,41.2641462447113,0.113646966842112,0.0207540480716086,1.09932480213615,0.136997321126427
"9002",170900,1860,0.4,1058,2,"81 HARBOR ST Branford, CT",1,72,"Old Style","Residential","C",2,0,"Gas","Hot Water","None","0090",1.5,0,"03/29/2021","Asphalt","Average","Average",-72.8210195901553,41.2643845768577,0.125560823179835,0.00705918431959414,1.08373194998302,0.121193571537802
"9004",310900,1920,0.16,2188,3,"91 HARBOR ST Branford, CT",1,78,"Old Style","Residential","B -",1,1,"Gas","Hot Water","None","0090",2,0,"10/04/2017","Asphalt","Modern","Average",-72.8209597578173,41.2647817971016,0.145941096275852,0.0157656042939604,1.05780871297806,0.0948539997221582
"9006",355600,1870,0.93,1400,2,"50 GOODSELL POINT RD Branford, CT",1,80,"Old Style","Residential","C +",2,0,"Gas","Hot Water","Central","0090",2,685000,"02/20/2013","Asphalt","Average","Average",-72.8164628252412,41.2636548542662,0.0469077269492346,0.162550605311775,1.0506243729681,0.0701861185260235
"9009",299000,1914,1.41,1629,3,"64 GOODSELL POINT RD Branford, CT",1,72,"Old Style","Residential","C +",1,1,"Oil","Hot Water","None","0090",1.75,0,"09/30/1982","Asphalt","Average","Average",-72.8157259374603,41.2639050123701,0.0520552968546156,0.165189374333196,1.025531813871,0.038705139850626
"9010",194100,1970,0.17,1264,3,"2 HARBOR VIEW AVE Branford, CT",1,82,"Cape Cod","Residential","C +",1,1,"Oil","Hot Water","None","0090",1.25,7500,"06/10/1969","Asphalt","Average","Average",-72.8184441138275,41.2646869630912,0.102357216909033,0.0512481062072113,1.0118334305993,0.0472598188967509
"9011",211700,1942,0.17,1642,3,"4 HARBOR VIEW AVE Branford, CT",1,78,"Cape Cod","Residential","C +",2,0,"Oil","Hot Water","Central","0090",1.25,80000,"06/18/2004","Asphalt","Average","Average",-72.8184455232515,41.2646704023587,0.101212033725411,0.0522261305527509,1.01293283159434,0.0483348355810026
"9012",258700,1941,0.33,1768,3,"6 HARBOR VIEW AVE Branford, CT",1,67,"Cape Cod","Residential","C +",2,0,"Gas","Hot Water","None","0090",1.5,0,"05/12/1997","Asphalt","Average","Below Average",-72.8184469326756,41.2646538416262,0.100066850799815,0.0532041548853283,1.01403233396408,0.0494098522787533
"9013",472700,1941,0.8,1695,3,"10 HARBOR VIEW AVE Branford, CT",1,78,"Cape Cod","Residential","C +",2,0,"Gas","Hot Water","None","0090",1.75,0,"09/09/2002","Asphalt","Average","Average",-72.8184497515236,41.2646207201612,0.0977764857582635,0.0551602034551717,1.01623164150553,0.0515598857175322
"9017",467700,1925,0.77,2112,3,"61 GOODSELL POINT RD Branford, CT",1,58,"Old Style","Residential","B",2,0,"Gas","Forced Air-Duc","Central","0090",1.75,7e+05,"01/31/2020","Asphalt","Average","Average",-72.8156956804427,41.2638982238705,0.0515933466195018,0.166340579910338,1.02567950755572,0.0384890045609947
"9021",698300,1948,0.14,2174,2,"12 ETZEL RD Branford, CT",1,78,"Colonial","Residential","B",2,1,"Gas","Hot Water","Central","0750",2,1070000,"12/11/2020","Asphalt","Average","Above Average",-72.8180142311722,41.2593217658842,0.0221792237234224,0.0864198267118452,1.36024826876227,0.376652003669919
"9022",637000,1915,0.3,1258,3,"18-19 ETZEL RD Branford, CT",1,72,"Bungalow","Residential","C",1,1,"Gas","Forced Air-Duc","None","0750",1.75,0,"08/24/2021","Asphalt","Average","Average",-72.8179804315117,41.2593547106338,0.0223606855093644,0.0842573964697297,1.35762263128348,0.373853205905765
"9023",440700,1930,0.17,856,2,"15 ETZEL RD Branford, CT",1,72,"Bungalow","Residential","C",1,0,"Gas","Forced Air-Duc","None","0750",1.25,0,"08/24/2021","Asphalt",NA,"Below Average",-72.8179873798241,41.2593303698851,0.0230032235698965,0.0859146817296854,1.3593402871983,0.375537130521302
"9025",225800,1967,0.6,1776,4,"24 SANDRA DR Branford, CT",1,75,"Colonial","Residential","C +",2,1,"Gas","Hot Water","None","0078",2,245000,"08/03/2017","Architectural Shing","Average","Average",-72.7801094507577,41.2903879366366,1.32133080738621,0.00364869306907559,0.922124431412944,2.39105608070089
"9027",475600,1920,0.22,1612,4,"235 PAWSON RD Branford, CT",1,78,"Colonial","Residential","C +",1,1,"Gas","Hot Water","None","0750",2,469900,"09/22/2015","Asphalt","Modern","Above Average",-72.8173954105492,41.2587646116607,0.0704125333333726,0.126926995433604,1.3905418409657,0.398627319554316
"9029",308200,1918,0.14,2184,3,"12 PAWSON TRAIL Branford, CT",1,85,"Colonial","Residential","B -",2,1,"Gas","Forced Air-Duc","Central","0750",2,0,"03/24/2008","Asphalt","Average","Average",-72.8181817193845,41.2587492490098,0.0402403721531036,0.125387269272014,1.40069858998914,0.416345920462845
"9030",436500,1981,1.18,3841,3,"36 GOODSELL POINT RD Branford, CT",1,84,"Raised Ranch","Residential","B",3,0,"Gas","Hot Water","Central","0090",1,0,"12/26/2013","Asphalt","Modern","Above Average",-72.8174429628382,41.2639539028748,0.0645268199487644,0.120420254977214,1.04371409958451,0.0721928143627893
"9032",202600,1952,0.39,1632,4,"26 GOODSELL POINT RD Branford, CT",1,72,"Colonial","Residential","C +",1,1,"Gas","Forced Air-Duc","None","0090",2,0,"03/24/2015","Asphalt","Average","Average",-72.8183204125045,41.2647269082948,0.105732458945754,0.0518164593478764,1.0070583685776,0.0421045517122067
"9034",325300,1947,0.44,3244,5,"22 GOODSELL POINT RD Branford, CT",1,78,"Cape Cod","Residential","B",3,1,"Oil","Hot Water","Heat Pump","0090",1.75,0,"09/06/1991","Asphalt","Average","Above Average",-72.8186701648785,41.2648209183472,0.111462954544335,0.0375590383284843,1.00725816865258,0.0436217006604228
"9035",203400,1927,0.32,1496,3,"18 GOODSELL POINT RD Branford, CT",1,78,"Old Style","Residential","C +",1,0,"Gas","Hot Water","None","0090",2,0,"08/20/1998","Asphalt","Average","Average",-72.8189837157186,41.2648746699198,0.116987077510799,0.0266434087121299,1.00970973818568,0.0469080820291346
"9036",222700,1940,0.23,1553,3,"14 GOODSELL POINT RD Branford, CT",1,78,"Cape Cod","Residential","C +",3,0,"Gas","Hot Water","None","0090",1.5,0,"03/23/1992","Architectural Shing","Average","Average",-72.8192972665587,41.2649284214924,0.124533519491938,0.0157277396557262,1.0124322122914,0.0501943987220908
"9037",251100,1918,0.58,2021,4,"10 GOODSELL POINT RD Branford, CT",1,78,"Colonial","Residential","B -",1,1,"Gas","Hot Water","None","0090",2,455100,"02/02/2004","Asphalt","Average","Average",-72.8197340539441,41.2650029046359,0.135398236377548,0.000545888302644133,1.01669701010735,0.0547971517826808
"9038",170100,1930,0.27,1231,3,"6 GOODSELL POINT RD Branford, CT",1,60,"Old Style","Residential","C +",1,0,"Gas","Forced Air-Duc","None","0090",1.75,0,"09/19/1985","Asphalt","Average","Average",-72.8202260864053,41.2650813223094,0.1471382348733,0.0162209110709845,1.02245913234566,0.0603280963787393
"9039",502900,1900,0.1,1551,3,"5 PAWSON TRAIL Branford, CT",1,95,"Old Style","Residential","B",2,0,"Gas","Forced Air-Duc","Central","0750",2,0,"10/01/2021","Asphalt","Modern","Above Average",-72.8183801824968,41.2588951185829,0.0258634065384711,0.114661418280599,1.39341887707682,0.411368837680106
"9040",502900,1920,0.1,1672,2,"26 RIVER RD Branford, CT",1,95,"Colonial","Residential","B -",2,0,"Gas","Forced Air-Duc","Central","0750",2,687000,"01/03/2020","Asphalt","Average","Average",-72.8182001625973,41.2592526901872,0.0168399632925663,0.0905732996603128,1.36720107340496,0.384971207821796
"9041",1718900,2021,2.73,9557,5,"31 FERRY LA Branford, CT",1,90,"Custom","Residential","A ++",6,4,"Gas","Hydro Air","Central","0780",2,0,"02/25/2020","Slate","Modern","Above Average",-72.820793719223,41.2580101350538,0.0206033221658379,0.167768637814252,1.48729421293541,0.518621199313596
"9045",967200,1934,0.38,2369,4,"7 FERRY LA Branford, CT",1,85,"Colonial","Residential","B",2,0,"Gas","Forced Air-Duc","Central","0780",2,862500,"08/21/2013","Asphalt","Average","Above Average",-72.8205558661138,41.2584037367774,0.0311930788782454,0.141384989626303,1.45761934566311,0.488718086919568
"9046",1209000,1957,0.7,4553,3,"1 FERRY LA Branford, CT",1,76,"Custom","Residential","B -",3,1,"Gas","Forced Air-Duc","Central","0780",2,2082920,"01/18/2022","Asphalt","Average","Average",-72.8204462495353,41.2585878099,0.0254430403084972,0.129040952869554,1.44377024828931,0.474767981873448
"9047",1180400,2005,0.83,5336,4,"11 SPRING COVE RD Branford, CT",1,93,"Custom","Residential","B +",4,2,"Gas","Hot Water","Central","0780",2,0,"08/15/2018","Asphalt","Modern","Above Average",-72.8190761966389,41.2574294503546,0.102755220189,0.213535670448869,1.50039891414253,0.518679620088448
"9052",449800,1977,0.32,2396,4,"9 SPRING COVE RD Branford, CT",1,81,"Colonial","Residential","B",2,1,"Gas","Hot Water","Central","0780",2,0,"09/05/2017","Asphalt","Average","Average",-72.8190433443911,41.2574138455369,0.104099056165985,0.214721549060524,1.50101129264648,0.518964522847351
"9053",1022000,2005,0.56,4079,3,"7 SPRING COVE RD Branford, CT",1,93,"Custom","Residential","B +",3,1,"Gas","Forced Air-Duc","Central","0780",2,225000,"06/17/1988","Asphalt","Modern","Above Average",-72.8190104921433,41.2573982407192,0.105464517947367,0.215907427270176,1.50162614194602,0.519249424620449
"9055",346600,1952,0.34,1583,2,"5 SPRING COVE RD Branford, CT",1,78,"Cape Cod","Residential","C +",2,0,"Gas","Hot Water","Central","0780",1.5,410000,"05/21/2009","Asphalt","Average","Average",-72.8189776398955,41.2573826359015,0.106850776478796,0.217093304427665,1.50224345901175,0.519534325483899
"9058",426000,1950,0.28,2051,3,"19 COTTAGE ST Branford, CT",1,100,"Colonial","Residential","A",2,0,"Gas","Forced Air-Duc","Central","0750",2,0,"12/13/2021","Asphalt","Average","Average",-72.8181143038409,41.2580725491137,0.0786464187690236,0.172323394819369,1.44531254273029,0.457610234154487
"9059",350600,1925,0.33,2536,4,"15 COTTAGE ST Branford, CT",1,78,"Old Style","Residential","B -",3,1,"Gas","Hot Air-no Duc","Central","0750",2,0,"02/12/2020","Asphalt","Average","Average",-72.8181999497847,41.2581401142471,0.0723134945085487,0.1673760737761,1.44179355020622,0.455171167224395
"9060",221700,1931,0.1,696,2,"11 COTTAGE ST Branford, CT",1,72,"Bungalow","Residential","C",1,0,"Gas","Forced Air-Duc","None","0750",1.25,0,"07/21/1975","Asphalt","Average","Average",-72.8182855957286,41.2582076793806,0.0660036875796004,0.162428748577691,1.43829488662039,0.452732092496005
"9065",253600,1964,0.75,1936,3,"15 SANDRA DR Branford, CT",1,80,"Split-Level","Residential","C +",2,1,"Gas","Hot Water","Central","0078",2,0,"12/14/2015","Asphalt","Average","Average",-72.7798464945955,41.2902272908466,1.30427878327491,0.00373411908252933,0.933365698640359,2.38652516068936
"9066",694200,1992,0.59,2987,4,"7 COTTAGE ST Branford, CT",1,91,"Colonial","Residential","B",3,0,"Gas","Forced Air-Duc","Central","0750",2,1e+06,"06/22/2016","Asphalt","Modern","Above Average",-72.8183712416724,41.2582752445141,0.0597243243758532,0.157481419895366,1.434816700638,0.450293010003194
"9067",282800,1920,0.11,1412,3,"13 PAWSON TRAIL Branford, CT",1,78,"Colonial","Residential","C",1,1,"Gas","Forced Air-Duc","Central","0750",2,430000,"12/16/2019","Asphalt","Modern","Above Average",-72.8181605851525,41.2587155479211,0.0427254623433814,0.127783577273243,1.40269875337093,0.418022310466332
"9069",303700,1930,0.12,2344,3,"212 PAWSON RD Branford, CT",1,72,"Colonial","Residential","B",4,1,"Gas","Forced Air-Duc","Central","0750",2,0,"06/30/1998","Asphalt","Average","Average",-72.8178882324164,41.2580183671444,0.0885599234273467,0.176811249515956,1.44633546282565,0.456213573507702
"9070",376200,1940,0.21,1898,2,"25 PAWSON TRAIL Branford, CT",1,85,"Colonial","Residential","B +",2,0,"Gas","Forced Air-Duc","Central","0750",2,605000,"05/27/2011","Asphalt","Average","Average",-72.8178032587549,41.2584669274708,0.0678749351099132,0.14612773994612,1.41516421103058,0.426099045352069
"9072",365000,2001,0.15,1638,3,"227 PAWSON RD Branford, CT",1,86,"Colonial","Residential","C +",2,0,"Gas","Forced Air-Duc","Central","0750",2,0,"01/15/1997","Asphalt","Average","Average",-72.8174184337666,41.2587415884433,0.0703114863880595,0.128440179156026,1.39234630902251,0.400570521923675
"9073",278400,1920,0.09,1678,3,"223 PAWSON RD Branford, CT",1,78,"Colonial","Residential","C +",2,1,"Electric","Electr Basebrd","None","0750",2,117500,"09/15/1987","Asphalt","Average","Average",-72.8175063621611,41.258621190731,0.071325738697532,0.136460589564098,1.40143237766731,0.410040676747133
"9076",516100,2009,0.11,2210,2,"30 PAWSON TRAIL Branford, CT",1,95,"Colonial","Residential","B",3,1,"Gas","Forced Air-Duc","Central","0750",2,0,"02/18/2011","Asphalt","Average","Average",-72.8176065110208,41.258334312678,0.0814627099933847,0.155932869860206,1.42188490630871,0.43027616479197
"9078",654500,1999,0.27,2761,3,"38 PAWSON TRAIL Branford, CT",1,91,"Custom","Residential","B",3,0,"Gas","Forced Air-Duc","Central","0750",2,0,"06/21/2002","Asphalt","Average","Average",-72.8175494822597,41.258296293504,0.0853740581411841,0.158745948142072,1.42382343803543,0.431460412000114
"9081",280100,1930,0.13,1920,3,"34 COTTAGE ST Branford, CT",1,78,"Colonial","Residential","C +",1,1,"Gas","Forced Air-Duc","Central","0750",2,0,"03/31/2017","Asphalt","Average","Average",-72.817793212685,41.2578542785455,0.100566290388932,0.188452653976369,1.45632193180705,0.464543641942641
"9083",279300,1915,0.12,1904,2,"215 PAWSON RD Branford, CT",1,78,"Old Style","Residential","B",2,0,"Gas","Forced Air-Duc","Central","0750",2,0,"07/19/2005","Asphalt","Modern","Above Average",-72.8176855746565,41.2583341345341,0.0788313368298418,0.155683718735204,1.42277557411172,0.431971561583206
"9084",225000,1930,0.1,1308,3,"211 PAWSON RD Branford, CT",1,85,"Bungalow","Residential","C",2,0,"Gas","Forced Air-Duc","Central","0750",1,550000,"04/06/2009","Asphalt","Modern","Above Average",-72.81774563703,41.25822918137,0.0823100063350336,0.162730110495826,1.43052183213197,0.439873582885939
"9085",280700,1964,0.11,1985,2,"199 PAWSON RD Branford, CT",1,80,"Old Style","Residential","C +",2,1,"Gas","Hot Water","Central","0750",2,0,"04/19/1999","Asphalt","Average","Average",-72.8179704100386,41.257872213295,0.0943275712222151,0.186628615733459,1.45711423730024,0.467186478728631
"9086",205100,1964,0.7,1924,3,"23 SANDRA DR Branford, CT",1,70,"Split-Level","Residential","C +",2,1,"Gas","Hot Water","None","0078",1,0,"08/26/2002","Asphalt","Average","Average",-72.7800860416154,41.2903869888599,1.32055239677224,0.00258501228499173,0.923304043431519,2.39149516629148
"9088",224300,1930,0.3,813,2,"31 COTTAGE ST Branford, CT",1,72,"Bungalow","Residential","C",1,0,"Gas","Forced Air-Duc","None","0750",1,380000,"09/03/2020","Asphalt","Average","Average",-72.8178384611348,41.2578694768297,0.0983312662407962,0.187253869581238,1.45580305284782,0.464548471323544
"9089",330400,1998,0.18,1877,2,"39 COTTAGE ST Branford, CT",1,85,"Raised Ranch","Residential","B -",3,0,"Gas","Forced Air-Duc","Central","0750",1,0,"02/21/2017","Asphalt","Average","Average",-72.8177671751324,41.257822578144,0.103131787781506,0.190727064621761,1.45817036967121,0.4659893248326
"9091",384000,1954,0.74,2256,2,"185 PAWSON RD Branford, CT",1,72,"Colonial","Residential","B",2,0,"Oil","Hot Water","None","0780",2,580000,"05/21/2003","Wood Shingle","Average","Average",-72.8184565299135,41.257217079709,0.124542824808939,0.230245357861755,1.5068566867565,0.51888091555977
"9095",607000,1965,1.35,2959,5,"139 PAWSON RD Branford, CT",1,70,"Raised Ranch","Residential","B",3,0,"Electric","Electr Basebrd","None","0780",1,0,"01/21/2021","Rubber","Average","Below Average",-72.81880775531,41.2549831202772,0.0621420617290329,0.0918703030759417,1.66119675691561,0.655856261277689
"9096",628400,1965,1.43,2735,3,"133 PAWSON RD Branford, CT",1,80,"Split-Level","Residential","B",3,0,"Gas","Hot Water","Central","0780",1,0,"12/28/2015","Asphalt","Modern","Above Average",-72.8186209993928,41.2548874668652,0.0630418125892678,0.0841531426367527,1.66554195295748,0.647800641034837
"9104",546100,1950,0.39,2592,5,"17 FENWAY RD Branford, CT",1,95,"Old Style","Residential","A",3,1,"Gas","Forced Air-Duc","Central","0690",2,830000,"12/09/2019","Asphalt","Modern","Above Average",-72.8134749150782,41.255102656509,0.153542905910874,0.0673352092663296,1.61487246414368,0.54617846279892
"9105",293500,1950,0.25,1591,3,"26 FENWAY RD Branford, CT",1,78,"Cape Cod","Residential","C +",2,0,"Gas","Forced Air-Duc","Central","0690",1.5,215000,"05/02/2000","Asphalt","Average","Average",-72.814040150279,41.2548949271488,0.167218093671461,0.0565368230990656,1.63101311730101,0.57132810414585
"9106",297100,1951,0.35,1772,3,"8 BAYVIEW AVE Branford, CT",1,76,"Cape Cod","Residential","C +",2,0,"Oil","Forced Air-Duc","Central","0690",1.5,0,"08/07/1978","Asphalt","Modern","Above Average",-72.8145986645702,41.2545832833514,0.19113626515993,0.0385598025134204,1.65475870139787,0.594269122443591
"9108",240000,1952,0.96,1886,5,"31 FEATHERBED LA Branford, CT",1,72,"Cape Cod","Residential","B -",2,0,"Gas","Hot Water","None","0075",1.25,0,"12/27/2000","Asphalt","Average","Average",-72.7753709572351,41.2922435733397,1.30629785112693,0.00118946693696485,1.19203792022774,2.6091119749647
"9109",296200,1957,0.29,1503,3,"20 FENWAY RD Branford, CT",1,78,"Cape Cod","Residential","B -",1,1,"Gas","Forced Air-Duc","Central","0690",1.5,0,"01/11/2013","Asphalt","Average","Average",-72.8135337396094,41.2550702231498,0.155520878272041,0.0654685645749666,1.61727401626999,0.549478218302492
"9110",800200,1999,3.47,5187,5,"15 GOUGH DR Branford, CT",1,86,"Custom","Residential","B +",5,0,"Gas","Forced Air-Duc","Central","0690",2,0,"12/16/1997","Asphalt","Modern","Above Average",-72.8145366632805,41.2537952944743,0.155865050506012,0.0159455444183881,1.70866397775434,0.539930539841116
"9112",441300,1973,0.51,2434,4,"44 SUNSET BEACH RD Branford, CT",1,82,"Cape Cod","Residential","B -",2,0,"Gas","Forced Air-Duc","Central","0700",1.5,737500,"11/15/2018","Architectural Shing","Average","Average",-72.8170214953754,41.2521645800152,0.019970007446788,0.112696677116001,1.83544112929202,0.448754778840058
"9125",350700,1966,0.24,2830,4,"1 SUNSET BEACH RD Branford, CT",1,75,"Cape Cod","Residential","B",2,0,"Gas","Hot Water","None","0690",1.5,185000,"07/05/1984","Asphalt","Average","Average",-72.814697769519,41.2537656707729,0.157755757377614,0.0169911840494396,1.71141648757833,0.539218285583568
"9126",262700,1950,0.26,1426,1,"3 SUNSET BEACH RD Branford, CT",1,72,"Cape Cod","Residential","C +",2,1,"Gas","Hot Water","None","0690",1.5,88500,"10/04/1982","Asphalt","Average","Average",-72.8151269278449,41.253647177759,0.150195076406582,0.0224951878364891,1.72165649444752,0.534616972552213
"9127",280300,1930,0.24,1296,2,"5 SUNSET BEACH RD Branford, CT",1,78,"Old Style","Residential","B -",1,1,"Gas","Forced Air-Duc","None","0690",1.75,31000,"04/01/1974","Asphalt","Average","Average",-72.8155623944627,41.2535408428872,0.127161737853263,0.0271252319190133,1.73136614907109,0.530897759570798
"9130",388000,1989,0.28,2476,5,"6 SUNSET MANOR RD Branford, CT",1,90,"Colonial","Residential","B",2,0,"Gas","Forced Air-Duc","Central","0690",2,6e+05,"08/17/2015","Asphalt","Modern","Above Average",-72.8156322202077,41.254311216257,0.1565286370973,0.0262181648653544,1.6789791750359,0.584096530597723
"9131",333600,1986,0.2,2315,3,"17 MANOR PL Branford, CT",1,85,"Cape Cod","Residential","B -",1,1,"Gas","Hot Water","Central","0690",1.5,0,"11/01/1985","Asphalt","Average","Above Average",-72.8164478128033,41.253518155683,0.088255401243571,0.023246686551184,1.73871594994313,0.536556829345672
"9132",370300,1960,0.36,2227,4,"9 SUNSET MANOR RD Branford, CT",1,85,"Colonial","Residential","B",2,1,"Gas","Forced Air-Duc","Central","0690",2,485000,"12/14/2015","Asphalt","Average","Above Average",-72.8156463601619,41.2542217460667,0.151775531822758,0.0201595455136708,1.68519717434262,0.578099239462329
